LOTTO GAME,COMBINATIONS,DRAW DATE,JACKPOT(₱),WINNERS
Grand Lotto 6/55,06-34-19-20-38-07,11/26/2016,"30,000,000.00",0
Megalotto 6/45,04-38-20-40-22-18,11/25/2016,"24,325,556.00",0
4Digit,0-8-4-6,11/25/2016,"39,658.00",23
Suertres Lotto 11AM,9-2-2,11/25/2016,"4,500.00",878
Suertres Lotto 4PM,9-0-7,11/25/2016,"4,500.00",467
Suertres Lotto 9PM,7-5-2,11/25/2016,"4,500.00",868
EZ2 Lotto 9PM,22-17,11/25/2016,"4,000.00",496
EZ2 Lotto 11AM,10-02,11/25/2016,"4,000.00",240
EZ2 Lotto 4PM,07-24,11/25/2016,"4,000.00",268
Ultra Lotto 6/58,46-32-10-56-27-48,11/25/2016,"68,605,832.00",0
Superlotto 6/49,22-34-19-18-47-05,11/24/2016,"20,815,004.00",0
6Digit,4-7-6-3-8-7,11/24/2016,"2,777,835.52",0
Suertres Lotto 11AM,3-5-1,11/24/2016,"4,500.00",658
Suertres Lotto 4PM,0-0-3,11/24/2016,"4,500.00",310
Suertres Lotto 9PM,4-7-8,11/24/2016,"4,500.00",1000
EZ2 Lotto 9PM,27-25,11/24/2016,"4,000.00",488
Lotto 6/42,06-12-22-05-24-15,11/24/2016,"44,127,524.00",2
EZ2 Lotto 11AM,09-14,11/24/2016,"4,000.00",259
EZ2 Lotto 4PM,15-21,11/24/2016,"4,000.00",225
Megalotto 6/45,23-15-35-02-34-22,11/23/2016,"21,139,304.00",0
4Digit,3-4-7-8,11/23/2016,"18,092.00",49
Suertres Lotto 11AM,2-7-1,11/23/2016,"4,500.00",397
Suertres Lotto 4PM,9-1-8,11/23/2016,"4,500.00",1129
Suertres Lotto 9PM,8-4-5,11/23/2016,"4,500.00",909
EZ2 Lotto 9PM,26-13,11/23/2016,"4,000.00",387
EZ2 Lotto 11AM,12-23,11/23/2016,"4,000.00",365
EZ2 Lotto 4PM,16-19,11/23/2016,"4,000.00",166
Grand Lotto 6/55,15-03-46-22-05-19,11/23/2016,"30,000,000.00",0
Superlotto 6/49,48-44-41-23-34-12,11/22/2016,"18,465,336.00",0
6Digit,4-0-6-7-0-9,11/22/2016,"2,358,748.10",0
Suertres Lotto 11AM,5-0-9,11/22/2016,"4,500.00",582
Suertres Lotto 4PM,1-2-8,11/22/2016,"4,500.00",996
Suertres Lotto 9PM,2-8-0,11/22/2016,"4,500.00",974
EZ2 Lotto 9PM,30-02,11/22/2016,"4,000.00",225
Lotto 6/42,05-25-26-33-41-29,11/22/2016,"39,946,724.00",0
EZ2 Lotto 11AM,23-21,11/22/2016,"4,000.00",146
EZ2 Lotto 4PM,19-17,11/22/2016,"4,000.00",145
Megalotto 6/45,10-21-16-05-25-23,11/21/2016,"18,096,800.00",0
4Digit,7-9-3-2,11/21/2016,"74,533.00",14
Suertres Lotto 11AM,5-3-2,11/21/2016,"4,500.00",838
Suertres Lotto 4PM,2-9-9,11/21/2016,"4,500.00",339
Suertres Lotto 9PM,4-7-0,11/21/2016,"4,500.00",562
EZ2 Lotto 9PM,01-23,11/21/2016,"4,000.00",603
EZ2 Lotto 11AM,01-07,11/21/2016,"4,000.00",260
EZ2 Lotto 4PM,16-13,11/21/2016,"4,000.00",277
Grand Lotto 6/55,05-44-37-11-34-19,11/21/2016,"30,000,000.00",0
Superlotto 6/49,49-47-13-11-42-43,11/20/2016,"16,133,316.00",0
Suertres Lotto 11AM,3-1-2,11/20/2016,"4,500.00",387
Suertres Lotto 4PM,8-0-4,11/20/2016,"4,500.00",719
Suertres Lotto 9PM,2-0-8,11/20/2016,"4,500.00",1344
EZ2 Lotto 9PM,06-12,11/20/2016,"4,000.00",698
EZ2 Lotto 11AM,29-19,11/20/2016,"4,000.00",85
EZ2 Lotto 4PM,23-21,11/20/2016,"4,000.00",101
Ultra Lotto 6/58,58-53-26-42-54-28,11/20/2016,"65,464,104.00",0
6Digit,7-0-3-0-7-6,11/19/2016,"1,887,897.56",0
Suertres Lotto 11AM,7-3-6,11/19/2016,"4,500.00",483
Suertres Lotto 4PM,4-2-4,11/19/2016,"4,500.00",621
Suertres Lotto 9PM,3-9-6,11/19/2016,"4,500.00",706
EZ2 Lotto 9PM,09-31,11/19/2016,"4,000.00",500
Lotto 6/42,15-32-05-20-31-01,11/19/2016,"35,573,008.00",0
EZ2 Lotto 11AM,28-11,11/19/2016,"4,000.00",300
EZ2 Lotto 4PM,04-07,11/19/2016,"4,000.00",274
Grand Lotto 6/55,54-13-41-31-18-21,11/19/2016,"30,000,000.00",0
Megalotto 6/45,12-45-02-18-37-32,11/18/2016,"14,952,040.00",0
4Digit,0-4-3-8,11/18/2016,"75,664.00",12
Suertres Lotto 11AM,0-7-7,11/18/2016,"4,500.00",290
Suertres Lotto 4PM,2-3-1,11/18/2016,"4,500.00",926
Suertres Lotto 9PM,3-1-7,11/18/2016,"4,500.00",1405
EZ2 Lotto 9PM,01-12,11/18/2016,"4,000.00",643
EZ2 Lotto 11AM,06-11,11/18/2016,"4,000.00",270
EZ2 Lotto 4PM,12-14,11/18/2016,"4,000.00",282
Ultra Lotto 6/58,43-42-29-10-41-04,11/18/2016,"62,442,460.00",0
Superlotto 6/49,33-06-19-12-39-23,11/17/2016,"16,000,000.00",0
6Digit,6-6-5-0-4-2,11/17/2016,"1,462,742.22",0
Suertres Lotto 11AM,5-2-9,11/17/2016,"4,500.00",686
Suertres Lotto 4PM,4-4-9,11/17/2016,"4,500.00",583
Suertres Lotto 9PM,3-3-6,11/17/2016,"4,500.00",838
EZ2 Lotto 9PM,22-26,11/17/2016,"4,000.00",593
Lotto 6/42,35-27-08-36-37-06,11/17/2016,"31,630,072.00",0
EZ2 Lotto 11AM,28-05,11/17/2016,"4,000.00",97
EZ2 Lotto 4PM,24-27,11/17/2016,"4,000.00",142
Megalotto 6/45,20-31-27-25-01-03,11/16/2016,"11,863,164.00",0
4Digit,9-3-7-1,11/16/2016,"70,337.00",13
Suertres Lotto 11AM,1-7-2,11/16/2016,"4,500.00",1127
Suertres Lotto 4PM,8-5-8,11/16/2016,"4,500.00",403
Suertres Lotto 9PM,4-4-6,11/16/2016,"4,500.00",684
EZ2 Lotto 9PM,04-04,11/16/2016,"4,000.00",1187
EZ2 Lotto 11AM,18-21,11/16/2016,"4,000.00",255
EZ2 Lotto 4PM,29-01,11/16/2016,"4,000.00",128
Grand Lotto 6/55,36-07-47-20-52-18,11/16/2016,"30,000,000.00",0
Superlotto 6/49,41-16-19-27-39-38,11/15/2016,"16,000,000.00",0
6Digit,9-6-9-9-9-0,11/15/2016,"1,079,859.94",0
Suertres Lotto 11AM,1-0-7,11/15/2016,"4,500.00",651
Suertres Lotto 4PM,5-3-4,11/15/2016,"4,500.00",699
Suertres Lotto 9PM,1-1-2,11/15/2016,"4,500.00",1403
EZ2 Lotto 9PM,13-02,11/15/2016,"4,000.00",570
Lotto 6/42,25-20-22-16-40-11,11/15/2016,"27,678,928.00",0
EZ2 Lotto 11AM,11-29,11/15/2016,"4,000.00",327
EZ2 Lotto 4PM,29-13,11/15/2016,"4,000.00",212
Megalotto 6/45,15-02-18-11-16-43,11/14/2016,"9,000,000.00",0
4Digit,8-0-6-9,11/14/2016,"56,638.00",17
Suertres Lotto 11AM,9-9-0,11/14/2016,"4,500.00",327
Suertres Lotto 4PM,3-3-3,11/14/2016,"4,500.00",875
Suertres Lotto 9PM,0-4-5,11/14/2016,"4,500.00",487
EZ2 Lotto 9PM,27-04,11/14/2016,"4,000.00",572
EZ2 Lotto 11AM,06-10,11/14/2016,"4,000.00",273
EZ2 Lotto 4PM,03-01,11/14/2016,"4,000.00",188
Grand Lotto 6/55,39-43-45-30-14-12,11/14/2016,"30,000,000.00",0
Superlotto 6/49,23-25-21-08-24-15,11/13/2016,"16,000,000.00",0
Suertres Lotto 11AM,6-0-6,11/13/2016,"4,500.00",477
Suertres Lotto 4PM,8-7-4,11/13/2016,"4,500.00",323
Suertres Lotto 9PM,7-3-5,11/13/2016,"4,500.00",923
EZ2 Lotto 9PM,04-17,11/13/2016,"4,000.00",616
EZ2 Lotto 11AM,17-13,11/13/2016,"4,000.00",228
EZ2 Lotto 4PM,14-02,11/13/2016,"4,000.00",219
Ultra Lotto 6/58,15-02-31-58-56-22,11/13/2016,"59,160,064.00",0
6Digit,8-5-2-1-5-0,11/12/2016,"820,448.16",0
Suertres Lotto 11AM,5-4-5,11/12/2016,"4,500.00",529
Suertres Lotto 4PM,9-7-2,11/12/2016,"4,500.00",515
Suertres Lotto 9PM,9-2-3,11/12/2016,"4,500.00",1120
EZ2 Lotto 9PM,07-04,11/12/2016,"4,000.00",675
Lotto 6/42,15-04-14-05-12-39,11/12/2016,"23,878,924.00",0
EZ2 Lotto 11AM,11-06,11/12/2016,"4,000.00",343
EZ2 Lotto 4PM,20-25,11/12/2016,"4,000.00",220
Grand Lotto 6/55,03-13-52-43-38-54,11/12/2016,"30,000,000.00",0
Megalotto 6/45,42-32-30-43-16-44,11/11/2016,"9,000,000.00",0
4Digit,3-4-5-1,11/11/2016,"49,502.00",18
Suertres Lotto 11AM,6-4-1,11/11/2016,"4,500.00",229
Suertres Lotto 4PM,1-6-0,11/11/2016,"4,500.00",1135
Suertres Lotto 9PM,7-4-5,11/11/2016,"4,500.00",856
EZ2 Lotto 9PM,02-26,11/11/2016,"4,000.00",612
EZ2 Lotto 11AM,21-13,11/11/2016,"4,000.00",219
EZ2 Lotto 4PM,26-11,11/11/2016,"4,000.00",240
Ultra Lotto 6/58,08-51-07-32-37-17,11/11/2016,"56,277,080.00",0
Superlotto 6/49,42-08-15-41-20-24,11/10/2016,"16,000,000.00",0
6Digit,3-0-1-4-4-7,11/10/2016,"499,526.26",0
Suertres Lotto 11AM,9-1-3,11/10/2016,"4,500.00",970
Suertres Lotto 4PM,6-0-7,11/10/2016,"4,500.00",341
Suertres Lotto 9PM,2-5-0,11/10/2016,"4,500.00",1366
EZ2 Lotto 9PM,04-07,11/10/2016,"4,000.00",425
Lotto 6/42,36-21-18-30-03-16,11/10/2016,"20,463,992.00",0
EZ2 Lotto 11AM,04-07,11/10/2016,"4,000.00",268
EZ2 Lotto 4PM,14-22,11/10/2016,"4,000.00",266
Megalotto 6/45,14-07-40-15-42-38,11/9/2016,"9,000,000.00",0
4Digit,0-5-5-9,11/9/2016,"22,321.00",36
Suertres Lotto 11AM,5-9-5,11/9/2016,"4,500.00",342
Suertres Lotto 4PM,1-6-1,11/9/2016,"4,500.00",1022
Suertres Lotto 9PM,4-6-1,11/9/2016,"4,500.00",815
EZ2 Lotto 9PM,11-25,11/9/2016,"4,000.00",691
EZ2 Lotto 11AM,16-18,11/9/2016,"4,000.00",234
EZ2 Lotto 4PM,25-08,11/9/2016,"4,000.00",231
Grand Lotto 6/55,44-52-33-40-03-05,11/9/2016,"30,000,000.00",0
Superlotto 6/49,29-21-20-39-14-10,11/8/2016,"16,000,000.00",0
6Digit,0-4-6-1-9-2,11/8/2016,"437,344.62",0
Suertres Lotto 11AM,6-2-3,11/8/2016,"4,500.00",866
Suertres Lotto 4PM,4-7-2,11/8/2016,"4,500.00",729
Suertres Lotto 9PM,9-0-6,11/8/2016,"4,500.00",882
EZ2 Lotto 9PM,17-05,11/8/2016,"4,000.00",310
Lotto 6/42,33-29-12-38-15-31,11/8/2016,"17,198,076.00",0
EZ2 Lotto 11AM,08-11,11/8/2016,"4,000.00",1021
EZ2 Lotto 4PM,25-15,11/8/2016,"4,000.00",175
Megalotto 6/45,11-31-24-17-39-16,11/7/2016,"44,650,100.00",1
4Digit,0-6-9-8,11/7/2016,"77,244.00",13
Suertres Lotto 11AM,3-6-6,11/7/2016,"4,500.00",602
Suertres Lotto 4PM,9-1-1,11/7/2016,"4,500.00",892
Suertres Lotto 9PM,3-1-8,11/7/2016,"4,500.00",1331
EZ2 Lotto 9PM,05-24,11/7/2016,"4,000.00",602
EZ2 Lotto 11AM,03-15,11/7/2016,"4,000.00",247
EZ2 Lotto 4PM,11-19,11/7/2016,"4,000.00",279
Grand Lotto 6/55,47-30-21-15-22-43,11/7/2016,"30,000,000.00",0
Superlotto 6/49,11-24-21-28-07-14,11/6/2016,"16,000,000.00",2
Suertres Lotto 11AM,5-9-3,11/6/2016,"4,500.00",247
Suertres Lotto 4PM,5-5-4,11/6/2016,"4,500.00",573
Suertres Lotto 9PM,1-3-3,11/6/2016,"4,500.00",1044
EZ2 Lotto 9PM,13-28,11/6/2016,"4,000.00",362
EZ2 Lotto 11AM,01-04,11/6/2016,"4,000.00",235
EZ2 Lotto 4PM,29-22,11/6/2016,"4,000.00",86
Ultra Lotto 6/58,54-48-58-42-21-15,11/6/2016,"53,142,076.00",0
6Digit,7-5-5-3-5-3,11/5/2016,"2,055,232.00",1
Suertres Lotto 11AM,7-1-0,11/5/2016,"4,500.00",639
Suertres Lotto 4PM,4-7-1,11/5/2016,"4,500.00",642
Suertres Lotto 9PM,2-4-5,11/5/2016,"4,500.00",571
EZ2 Lotto 9PM,03-20,11/5/2016,"4,000.00",531
Lotto 6/42,39-34-04-35-03-19,11/5/2016,"14,044,936.00",0
EZ2 Lotto 11AM,10-03,11/5/2016,"4,000.00",267
EZ2 Lotto 4PM,25-22,11/5/2016,"4,000.00",62
Grand Lotto 6/55,07-16-02-23-36-30,11/5/2016,"66,885,340.00",1
Megalotto 6/45,30-32-21-13-20-04,11/4/2016,"40,459,132.00",0
4Digit,3-1-4-9,11/4/2016,"40,372.00",22
Suertres Lotto 11AM,1-7-9,11/4/2016,"4,500.00",804
Suertres Lotto 4PM,6-7-2,11/4/2016,"4,500.00",237
Suertres Lotto 9PM,6-2-6,11/4/2016,"4,500.00",1039
EZ2 Lotto 9PM,10-12,11/4/2016,"4,000.00",616
EZ2 Lotto 11AM,12-08,11/4/2016,"4,000.00",255
EZ2 Lotto 4PM,04-29,11/4/2016,"4,000.00",271
Ultra Lotto 6/58,58-06-25-47-38-41,11/4/2016,"50,585,288.00",0
Superlotto 6/49,46-30-33-20-37-48,11/3/2016,"16,000,000.00",0
6Digit,3-2-7-9-4-1,11/3/2016,"1,790,816.56",0
Suertres Lotto 11AM,7-4-0,11/3/2016,"4,500.00",379
Suertres Lotto 4PM,9-9-0,11/3/2016,"4,500.00",201
Suertres Lotto 9PM,1-2-8,11/3/2016,"4,500.00",1283
EZ2 Lotto 9PM,19-05,11/3/2016,"4,000.00",253
Lotto 6/42,15-28-18-01-24-19,11/3/2016,"11,260,500.00",0
EZ2 Lotto 11AM,06-06,11/3/2016,"4,000.00",309
EZ2 Lotto 4PM,10-13,11/3/2016,"4,000.00",253
Megalotto 6/45,17-16-02-27-28-07,11/2/2016,"36,623,532.00",0
4Digit,0-1-1-0,11/2/2016,"10,000.00",75
Suertres Lotto 11AM,8-3-1,11/2/2016,"4,500.00",877
Suertres Lotto 4PM,8-0-1,11/2/2016,"4,500.00",937
Suertres Lotto 9PM,8-8-3,11/2/2016,"4,500.00",764
EZ2 Lotto 9PM,13-13,11/2/2016,"4,000.00",745
EZ2 Lotto 11AM,11-19,11/2/2016,"4,000.00",229
EZ2 Lotto 4PM,15-26,11/2/2016,"4,000.00",152
Grand Lotto 6/55,12-20-45-04-55-29,11/2/2016,"63,070,400.00",0
Superlotto 6/49,35-33-24-46-10-03,11/1/2016,"16,000,000.00",0
6Digit,7-5-1-2-1-2,11/1/2016,"1,405,981.34",0
Suertres Lotto 11AM,2-3-5,11/1/2016,"4,500.00",952
Suertres Lotto 4PM,8-3-8,11/1/2016,"4,500.00",570
Suertres Lotto 9PM,2-8-8,11/1/2016,"4,500.00",776
EZ2 Lotto 9PM,11-25,11/1/2016,"4,000.00",653
Lotto 6/42,14-30-35-02-34-10,11/1/2016,"8,766,804.00",0
EZ2 Lotto 11AM,20-12,11/1/2016,"4,000.00",45
EZ2 Lotto 4PM,26-21,11/1/2016,"4,000.00",67
Megalotto 6/45,38-07-35-22-40-34,10/31/2016,"33,448,720.00",0
4Digit,9-2-4-7,10/31/2016,"41,812.00",18
Suertres Lotto 11AM,7-7-4,10/31/2016,"4,500.00",388
Suertres Lotto 4PM,3-7-3,10/31/2016,"4,500.00",697
Suertres Lotto 9PM,3-5-9,10/31/2016,"4,500.00",989
EZ2 Lotto 9PM,28-07,10/31/2016,"4,000.00",314
EZ2 Lotto 11AM,22-30,10/31/2016,"4,000.00",141
EZ2 Lotto 4PM,14-09,10/31/2016,"4,000.00",299
Grand Lotto 6/55,19-07-44-04-12-27,10/31/2016,"60,033,096.00",0
Superlotto 6/49,07-08-35-16-33-36,10/30/2016,"16,000,000.00",0
Suertres Lotto 11AM,5-3-1,10/30/2016,"4,500.00",544
Suertres Lotto 4PM,9-2-5,10/30/2016,"4,500.00",777
Suertres Lotto 9PM,6-9-7,10/30/2016,"4,500.00",509
EZ2 Lotto 9PM,05-14,10/30/2016,"4,000.00",596
EZ2 Lotto 11AM,14-26,10/30/2016,"4,000.00",202
EZ2 Lotto 4PM,12-05,10/30/2016,"4,000.00",181
Ultra Lotto 6/58,01-34-41-02-10-21,10/30/2016,"50,000,000.00",0
6Digit,0-8-2-4-9-4,10/29/2016,"1,355,981.34",0
Suertres Lotto 11AM,9-9-6,10/29/2016,"4,500.00",334
Suertres Lotto 4PM,4-3-3,10/29/2016,"4,500.00",192
Suertres Lotto 9PM,6-3-3,10/29/2016,"4,500.00",830
EZ2 Lotto 9PM,25-22,10/29/2016,"4,000.00",278
Lotto 6/42,32-33-08-14-12-22,10/29/2016,"7,191,900.00",0
EZ2 Lotto 11AM,04-15,10/29/2016,"4,000.00",264
EZ2 Lotto 4PM,08-19,10/29/2016,"4,000.00",238
Grand Lotto 6/55,33-14-46-05-38-23,10/29/2016,"57,133,888.00",0
Megalotto 6/45,17-28-11-38-39-27,10/28/2016,"30,355,520.00",0
4Digit,4-4-4-4,10/28/2016,"10,000.00",122
Suertres Lotto 11AM,5-0-3,10/28/2016,"4,500.00",677
Suertres Lotto 4PM,2-5-5,10/28/2016,"4,500.00",775
Suertres Lotto 9PM,8-6-2,10/28/2016,"4,500.00",1148
EZ2 Lotto 9PM,22-16,10/28/2016,"4,000.00",318
EZ2 Lotto 11AM,18-16,10/28/2016,"4,000.00",191
EZ2 Lotto 4PM,24-12,10/28/2016,"4,000.00",94
Ultra Lotto 6/58,46-32-02-57-15-03,10/28/2016,"50,000,000.00",0
Superlotto 6/49,42-37-33-11-13-03,10/27/2016,"33,331,276.00",1
6Digit,6-9-2-1-3-8,10/27/2016,"1,263,115.66",0
Suertres Lotto 11AM,0-7-2,10/27/2016,"4,500.00",407
Suertres Lotto 4PM,1-7-4,10/27/2016,"4,500.00",569
Suertres Lotto 9PM,6-8-8,10/27/2016,"4,500.00",723
EZ2 Lotto 9PM,27-26,10/27/2016,"4,000.00",301
Lotto 6/42,07-31-16-06-01-42,10/27/2016,"6,000,000.00",0
EZ2 Lotto 11AM,19-09,10/27/2016,"4,000.00",219
EZ2 Lotto 4PM,17-20,10/27/2016,"4,000.00",140
Megalotto 6/45,36-27-15-16-22-23,10/26/2016,"26,825,296.00",0
4Digit,2-0-6-9,10/26/2016,"26,523.00",31
Suertres Lotto 11AM,9-8-3,10/26/2016,"4,500.00",546
Suertres Lotto 4PM,1-1-1,10/26/2016,"4,500.00",1029
Suertres Lotto 9PM,8-3-7,10/26/2016,"4,500.00",747
EZ2 Lotto 9PM,13-05,10/26/2016,"4,000.00",214
EZ2 Lotto 11AM,04-28,10/26/2016,"4,000.00",229
EZ2 Lotto 4PM,10-10,10/26/2016,"4,000.00",625
Grand Lotto 6/55,30-47-32-20-05-21,10/26/2016,"53,478,608.00",0
Superlotto 6/49,15-11-24-37-14-41,10/25/2016,"29,940,420.00",0
6Digit,0-8-6-3-5-8,10/25/2016,"1,056,267.80",0
Suertres Lotto 11AM,0-8-7,10/25/2016,"4,500.00",323
Suertres Lotto 4PM,5-3-4,10/25/2016,"4,500.00",622
Suertres Lotto 9PM,7-8-2,10/25/2016,"4,500.00",915
EZ2 Lotto 9PM,28-09,10/25/2016,"4,000.00",418
Lotto 6/42,40-02-16-38-12-06,10/25/2016,"6,000,000.00",0
EZ2 Lotto 11AM,31-24,10/25/2016,"4,000.00",90
EZ2 Lotto 4PM,13-23,10/25/2016,"4,000.00",221
Megalotto 6/45,10-28-34-14-33-38,10/24/2016,"23,693,476.00",0
4Digit,8-4-6-7,10/24/2016,"33,967.00",26
Suertres Lotto 11AM,6-9-2,10/24/2016,"4,500.00",484
Suertres Lotto 4PM,8-0-6,10/24/2016,"4,500.00",374
Suertres Lotto 9PM,4-7-3,10/24/2016,"4,500.00",1049
EZ2 Lotto 9PM,21-15,10/24/2016,"4,000.00",547
EZ2 Lotto 11AM,16-05,10/24/2016,"4,000.00",226
EZ2 Lotto 4PM,15-30,10/24/2016,"4,000.00",239
Grand Lotto 6/55,38-31-51-33-49-47,10/24/2016,"50,380,564.00",0
Superlotto 6/49,41-36-03-28-13-47,10/23/2016,"26,819,772.00",0
Suertres Lotto 11AM,3-9-6,10/23/2016,"4,500.00",844
Suertres Lotto 4PM,8-8-7,10/23/2016,"4,500.00",340
Suertres Lotto 9PM,2-6-2,10/23/2016,"4,500.00",541
EZ2 Lotto 9PM,28-23,10/23/2016,"4,000.00",434
EZ2 Lotto 11AM,06-05,10/23/2016,"4,000.00",243
EZ2 Lotto 4PM,21-03,10/23/2016,"4,000.00",103
Ultra Lotto 6/58,26-44-04-57-21-54,10/23/2016,"50,000,000.00",0
6Digit,4-1-9-9-3-8,10/22/2016,"676,890.84",0
Suertres Lotto 11AM,7-1-4,10/22/2016,"4,500.00",685
Suertres Lotto 4PM,4-0-5,10/22/2016,"4,500.00",562
Suertres Lotto 9PM,9-8-6,10/22/2016,"4,500.00",388
EZ2 Lotto 9PM,27-22,10/22/2016,"4,000.00",568
Lotto 6/42,09-10-21-31-41-02,10/22/2016,"27,592,968.00",1
EZ2 Lotto 11AM,29-17,10/22/2016,"4,000.00",107
EZ2 Lotto 4PM,16-27,10/22/2016,"4,000.00",231
Grand Lotto 6/55,34-15-47-13-04-53,10/22/2016,"47,393,984.00",0
Megalotto 6/45,30-19-13-08-33-10,10/21/2016,"20,570,896.00",0
4Digit,6-8-7-1,10/21/2016,"40,683.00",23
Suertres Lotto 11AM,3-4-8,10/21/2016,"4,500.00",430
Suertres Lotto 4PM,3-3-4,10/21/2016,"4,500.00",575
Suertres Lotto 9PM,8-8-2,10/21/2016,"4,500.00",462
EZ2 Lotto 9PM,13-07,10/21/2016,"4,000.00",408
EZ2 Lotto 11AM,29-03,10/21/2016,"4,000.00",194
EZ2 Lotto 4PM,24-26,10/21/2016,"4,000.00",183
Ultra Lotto 6/58,51-46-43-47-12-32,10/21/2016,"50,000,000.00",0
Superlotto 6/49,30-24-45-18-28-41,10/20/2016,"23,563,096.00",0
6Digit,7-8-7-3-7-5,10/20/2016,"360,652.48",0
Suertres Lotto 11AM,8-5-7,10/20/2016,"4,500.00",554
Suertres Lotto 4PM,1-7-6,10/20/2016,"4,500.00",260
Suertres Lotto 9PM,1-9-1,10/20/2016,"4,500.00",935
EZ2 Lotto 9PM,10-19,10/20/2016,"4,000.00",803
Lotto 6/42,34-25-24-18-30-12,10/20/2016,"24,349,680.00",0
EZ2 Lotto 11AM,13-20,10/20/2016,"4,000.00",279
EZ2 Lotto 4PM,24-22,10/20/2016,"4,000.00",137
Megalotto 6/45,26-16-45-09-36-14,10/19/2016,"17,378,900.00",0
4Digit,9-9-0-5,10/19/2016,"114,270.00",7
Suertres Lotto 11AM,3-0-1,10/19/2016,"4,500.00",747
Suertres Lotto 4PM,4-5-2,10/19/2016,"4,500.00",339
Suertres Lotto 9PM,3-6-8,10/19/2016,"4,500.00",629
EZ2 Lotto 9PM,25-07,10/19/2016,"4,000.00",168
EZ2 Lotto 11AM,27-01,10/19/2016,"4,000.00",51
EZ2 Lotto 4PM,27-21,10/19/2016,"4,000.00",232
Grand Lotto 6/55,15-46-22-28-36-44,10/19/2016,"44,277,216.00",0
Superlotto 6/49,25-37-34-13-43-02,10/18/2016,"20,980,852.00",0
6Digit,1-1-0-5-3-9,10/18/2016,"3,244,856.00",1
Suertres Lotto 11AM,7-1-6,10/18/2016,"4,500.00",889
Suertres Lotto 4PM,4-3-3,10/18/2016,"4,500.00",302
Suertres Lotto 9PM,9-8-5,10/18/2016,"4,500.00",1104
EZ2 Lotto 9PM,19-12,10/18/2016,"4,000.00",498
Lotto 6/42,16-02-22-35-13-05,10/18/2016,"21,337,260.00",0
EZ2 Lotto 11AM,08-15,10/18/2016,"4,000.00",293
EZ2 Lotto 4PM,07-21,10/18/2016,"4,000.00",154
Megalotto 6/45,07-38-29-01-03-21,10/17/2016,"14,478,040.00",0
4Digit,8-7-6-3,10/17/2016,"109,027.00",8
Suertres Lotto 11AM,7-3-9,10/17/2016,"4,500.00",724
Suertres Lotto 4PM,5-4-2,10/17/2016,"4,500.00",605
Suertres Lotto 9PM,6-5-8,10/17/2016,"4,500.00",1114
EZ2 Lotto 9PM,23-27,10/17/2016,"4,000.00",340
EZ2 Lotto 11AM,26-14,10/17/2016,"4,000.00",95
EZ2 Lotto 4PM,19-27,10/17/2016,"4,000.00",237
Grand Lotto 6/55,44-36-07-12-11-15,10/17/2016,"41,193,444.00",0
Superlotto 6/49,47-25-34-03-01-45,10/16/2016,"18,249,792.00",0
Suertres Lotto 11AM,0-5-9,10/16/2016,"4,500.00",367
Suertres Lotto 4PM,3-4-1,10/16/2016,"4,500.00",419
Suertres Lotto 9PM,6-7-2,10/16/2016,"4,500.00",578
EZ2 Lotto 9PM,24-20,10/16/2016,"4,000.00",93
EZ2 Lotto 11AM,27-01,10/16/2016,"4,000.00",118
EZ2 Lotto 4PM,10-16,10/16/2016,"4,000.00",689
Ultra Lotto 6/58,04-03-35-56-39-05,10/16/2016,"50,000,000.00",0
6Digit,2-0-7-7-4-9,10/15/2016,"3,194,856.28",0
Suertres Lotto 11AM,7-6-9,10/15/2016,"4,500.00",699
Suertres Lotto 4PM,9-8-6,10/15/2016,"4,500.00",746
Suertres Lotto 9PM,4-5-4,10/15/2016,"4,500.00",578
EZ2 Lotto 9PM,26-11,10/15/2016,"4,000.00",309
Lotto 6/42,31-18-15-02-23-17,10/15/2016,"18,027,980.00",0
EZ2 Lotto 11AM,05-14,10/15/2016,"4,000.00",225
EZ2 Lotto 4PM,20-26,10/15/2016,"4,000.00",109
Grand Lotto 6/55,05-03-52-34-13-53,10/15/2016,"38,123,092.00",0
Megalotto 6/45,34-09-03-02-25-15,10/14/2016,"11,498,348.00",0
4Digit,9-4-0-2,10/14/2016,"111,259.00",8
Suertres Lotto 11AM,7-3-6,10/14/2016,"4,500.00",823
Suertres Lotto 4PM,3-7-0,10/14/2016,"4,500.00",517
Suertres Lotto 9PM,5-6-2,10/14/2016,"4,500.00",687
EZ2 Lotto 9PM,07-21,10/14/2016,"4,000.00",648
EZ2 Lotto 11AM,27-17,10/14/2016,"4,000.00",87
EZ2 Lotto 4PM,18-20,10/14/2016,"4,000.00",226
Ultra Lotto 6/58,49-31-25-52-53-33,10/14/2016,"50,000,000.00",0
Superlotto 6/49,43-30-36-40-14-45,10/13/2016,"16,000,000.00",0
6Digit,2-5-4-5-0-1,10/13/2016,"2,807,116.44",0
Suertres Lotto 11AM,2-2-8,10/13/2016,"4,500.00",1055
Suertres Lotto 4PM,8-6-0,10/13/2016,"4,500.00",718
Suertres Lotto 9PM,2-1-1,10/13/2016,"4,500.00",1372
EZ2 Lotto 9PM,29-14,10/13/2016,"4,000.00",226
Lotto 6/42,06-03-11-30-32-01,10/13/2016,"15,113,756.00",0
EZ2 Lotto 11AM,14-26,10/13/2016,"4,000.00",217
EZ2 Lotto 4PM,21-13,10/13/2016,"4,000.00",163
