LOTTO GAME,COMBINATIONS,DRAW DATE,JACKPOT(₱),WINNERS
Suertres Lotto 11AM,1-5-7,2/20/2014,"4,500.00",634
Suertres Lotto 4PM,7-8-6,2/20/2014,"4,500.00",496
Suertres Lotto 9PM,4-1-4,2/20/2014,"4,500.00",1241
EZ2 Lotto 9PM,29-28,2/20/2014,"4,000.00",106
Lotto 6/42,08-06-20-35-26-10,2/20/2014,"14,107,432.00",0
EZ2 Lotto 11AM,17-22,2/20/2014,"4,000.00",218
EZ2 Lotto 4PM,29-05,2/20/2014,"4,000.00",125
Megalotto 6/45,06-14-28-44-16-42,2/19/2014,"9,000,000.00",0
4Digit,0-7-2-5,2/19/2014,"10,000.00",63
Suertres Lotto 11AM,4-2-5,2/19/2014,"4,500.00",981
Suertres Lotto 4PM,5-2-0,2/19/2014,"4,500.00",1043
Suertres Lotto 9PM,9-9-6,2/19/2014,"4,500.00",324
EZ2 Lotto 9PM,23-18,2/19/2014,"4,000.00",163
EZ2 Lotto 11AM,24-20,2/19/2014,"4,000.00",71
EZ2 Lotto 4PM,14-14,2/19/2014,"4,000.00",390
Grand Lotto 6/55,18-23-09-07-14-13,2/19/2014,"56,930,340.00",0
Superlotto 6/49,32-17-43-14-40-23,2/18/2014,"63,865,672.00",0
6Digit,1-6-8-7-3-6,2/18/2014,"3,694,598.92",0
Suertres Lotto 11AM,8-2-6,2/18/2014,"4,500.00",436
Suertres Lotto 4PM,8-5-2,2/18/2014,"4,500.00",430
Suertres Lotto 9PM,1-1-3,2/18/2014,"4,500.00",1219
EZ2 Lotto 9PM,10-27,2/18/2014,"4,000.00",623
Lotto 6/42,30-26-21-16-32-05,2/18/2014,"11,262,144.00",0
EZ2 Lotto 11AM,21-18,2/18/2014,"4,000.00",152
EZ2 Lotto 4PM,29-24,2/18/2014,"4,000.00",77
Megalotto 6/45,37-12-16-15-23-14,2/17/2014,"9,000,000.00",0
4Digit,0-2-3-0,2/17/2014,"34,677.00",19
Suertres Lotto 11AM,6-1-5,2/17/2014,"4,500.00",624
Suertres Lotto 4PM,5-1-9,2/17/2014,"4,500.00",924
Suertres Lotto 9PM,3-8-9,2/17/2014,"4,500.00",392
EZ2 Lotto 9PM,06-26,2/17/2014,"4,000.00",633
EZ2 Lotto 11AM,14-28,2/17/2014,"4,000.00",295
EZ2 Lotto 4PM,05-21,2/17/2014,"4,000.00",302
Grand Lotto 6/55,45-21-39-16-24-27,2/17/2014,"51,945,960.00",0
Superlotto 6/49,14-22-42-11-26-49,2/16/2014,"58,281,984.00",0
Suertres Lotto 11AM,2-4-9,2/16/2014,"4,500.00",396
Suertres Lotto 4PM,3-1-4,2/16/2014,"4,500.00",985
Suertres Lotto 9PM,4-4-8,2/16/2014,"4,500.00",971
EZ2 Lotto 9PM,21-14,2/16/2014,"4,000.00",216
EZ2 Lotto 11AM,17-28,2/16/2014,"4,000.00",213
EZ2 Lotto 4PM,05-20,2/16/2014,"4,000.00",231
6Digit,1-5-9-7-4-9,2/15/2014,"3,402,379.38",0
Suertres Lotto 11AM,6-3-8,2/15/2014,"4,500.00",297
Suertres Lotto 4PM,1-0-8,2/15/2014,"4,500.00",971
Suertres Lotto 9PM,7-7-6,2/15/2014,"4,500.00",553
EZ2 Lotto 9PM,13-09,2/15/2014,"4,000.00",540
Lotto 6/42,34-31-16-03-29-12,2/15/2014,"8,360,180.00",0
EZ2 Lotto 11AM,28-21,2/15/2014,"4,000.00",155
EZ2 Lotto 4PM,09-13,2/15/2014,"4,000.00",240
Grand Lotto 6/55,08-03-19-13-42-01,2/15/2014,"46,996,680.00",0
Megalotto 6/45,02-10-14-38-31-33,2/14/2014,"26,690,616.00",2
4Digit,6-0-1-0,2/14/2014,"17,271.00",18
Suertres Lotto 11AM,0-3-1,2/14/2014,"4,500.00",169
Suertres Lotto 4PM,2-2-4,2/14/2014,"4,500.00",1083
Suertres Lotto 9PM,9-8-6,2/14/2014,"4,500.00",470
EZ2 Lotto 9PM,01-20,2/14/2014,"4,000.00",457
EZ2 Lotto 11AM,14-10,2/14/2014,"4,000.00",222
EZ2 Lotto 4PM,05-23,2/14/2014,"4,000.00",257
Superlotto 6/49,03-13-33-07-49-02,2/13/2014,"51,534,272.00",0
6Digit,0-9-4-0-9-2,2/13/2014,"3,096,373.24",0
Suertres Lotto 11AM,3-8-6,2/13/2014,"4,500.00",878
Suertres Lotto 4PM,1-2-6,2/13/2014,"4,500.00",1059
Suertres Lotto 9PM,4-2-7,2/13/2014,"4,500.00",1141
EZ2 Lotto 9PM,17-15,2/13/2014,"4,000.00",341
Lotto 6/42,11-25-21-39-41-05,2/13/2014,"6,000,000.00",0
EZ2 Lotto 11AM,04-19,2/13/2014,"4,000.00",214
EZ2 Lotto 4PM,11-13,2/13/2014,"4,000.00",243
Megalotto 6/45,04-23-18-01-39-25,2/12/2014,"20,790,916.00",0
4Digit,5-5-1-2,2/12/2014,"18,931.00",22
Suertres Lotto 11AM,8-6-2,2/12/2014,"4,500.00",222
Suertres Lotto 4PM,1-0-3,2/12/2014,"4,500.00",920
Suertres Lotto 9PM,6-9-7,2/12/2014,"4,500.00",712
EZ2 Lotto 9PM,28-28,2/12/2014,"4,000.00",492
EZ2 Lotto 11AM,18-25,2/12/2014,"4,000.00",180
EZ2 Lotto 4PM,21-14,2/12/2014,"4,000.00",164
Grand Lotto 6/55,16-46-03-52-51-15,2/12/2014,"41,837,000.00",0
Superlotto 6/49,24-38-43-22-37-31,2/11/2014,"46,339,620.00",0
6Digit,9-4-8-8-3-6,2/11/2014,"2,740,121.40",0
Suertres Lotto 11AM,7-0-9,2/11/2014,"4,500.00",150
Suertres Lotto 4PM,4-2-6,2/11/2014,"4,500.00",455
Suertres Lotto 9PM,0-4-3,2/11/2014,"4,500.00",478
EZ2 Lotto 9PM,14-22,2/11/2014,"4,000.00",613
Lotto 6/42,22-41-35-20-29-42,2/11/2014,"6,000,000.00",0
EZ2 Lotto 11AM,05-11,2/11/2014,"4,000.00",249
EZ2 Lotto 4PM,19-22,2/11/2014,"4,000.00",178
Megalotto 6/45,18-15-13-22-41-28,2/10/2014,"16,981,924.00",0
4Digit,8-4-8-9,2/10/2014,"72,946.00",13
Suertres Lotto 11AM,9-4-9,2/10/2014,"4,500.00",323
Suertres Lotto 4PM,4-3-4,2/10/2014,"4,500.00",473
Suertres Lotto 9PM,1-8-2,2/10/2014,"4,500.00",1126
EZ2 Lotto 9PM,02-18,2/10/2014,"4,000.00",690
EZ2 Lotto 11AM,13-13,2/10/2014,"4,000.00",375
EZ2 Lotto 4PM,02-30,2/10/2014,"4,000.00",131
Grand Lotto 6/55,23-49-09-48-46-45,2/10/2014,"37,535,824.00",0
Superlotto 6/49,29-35-13-48-22-09,2/9/2014,"41,296,100.00",0
Suertres Lotto 11AM,2-6-4,2/9/2014,"4,500.00",354
Suertres Lotto 4PM,4-0-7,2/9/2014,"4,500.00",354
Suertres Lotto 9PM,9-2-5,2/9/2014,"4,500.00",1151
EZ2 Lotto 9PM,03-08,2/9/2014,"4,000.00",739
EZ2 Lotto 11AM,31-25,2/9/2014,"4,000.00",100
EZ2 Lotto 4PM,04-22,2/9/2014,"4,000.00",209
6Digit,3-3-3-7-8-3,2/8/2014,"2,387,766.36",0
Suertres Lotto 11AM,7-0-6,2/8/2014,"4,500.00",379
Suertres Lotto 4PM,2-0-0,2/8/2014,"4,500.00",895
Suertres Lotto 9PM,3-6-6,2/8/2014,"4,500.00",371
EZ2 Lotto 9PM,08-13,2/8/2014,"4,000.00",693
Lotto 6/42,09-19-11-22-16-06,2/8/2014,"8,976,540.00",2
EZ2 Lotto 11AM,09-22,2/8/2014,"4,000.00",211
EZ2 Lotto 4PM,22-14,2/8/2014,"4,000.00",195
Grand Lotto 6/55,08-51-09-49-15-26,2/8/2014,"33,218,876.00",0
Megalotto 6/45,29-03-06-18-43-23,2/7/2014,"13,169,248.00",0
4Digit,2-9-7-4,2/7/2014,"27,141.00",33
Suertres Lotto 11AM,3-8-9,2/7/2014,"4,500.00",156
Suertres Lotto 4PM,0-2-1,2/7/2014,"4,500.00",449
Suertres Lotto 9PM,3-4-3,2/7/2014,"4,500.00",734
EZ2 Lotto 9PM,25-01,2/7/2014,"4,000.00",119
EZ2 Lotto 11AM,28-23,2/7/2014,"4,000.00",42
EZ2 Lotto 4PM,29-21,2/7/2014,"4,000.00",50
Superlotto 6/49,30-20-06-29-01-03,2/6/2014,"35,139,236.00",0
6Digit,5-4-2-8-9-0,2/6/2014,"2,337,766.36",0
Suertres Lotto 11AM,8-2-4,2/6/2014,"4,500.00",667
Suertres Lotto 4PM,4-4-0,2/6/2014,"4,500.00",506
Suertres Lotto 9PM,6-7-6,2/6/2014,"4,500.00",318
EZ2 Lotto 9PM,21-29,2/6/2014,"4,000.00",594
Lotto 6/42,01-09-32-37-33-05,2/6/2014,"6,000,000.00",0
EZ2 Lotto 11AM,05-21,2/6/2014,"4,000.00",234
EZ2 Lotto 4PM,29-15,2/6/2014,"4,000.00",184
Megalotto 6/45,44-17-21-38-11-01,2/5/2014,"9,000,000.00",0
4Digit,9-2-9-1,2/5/2014,"68,831.00",14
Suertres Lotto 11AM,7-7-5,2/5/2014,"4,500.00",195
Suertres Lotto 4PM,6-9-9,2/5/2014,"4,500.00",317
Suertres Lotto 9PM,2-7-3,2/5/2014,"4,500.00",803
EZ2 Lotto 9PM,11-04,2/5/2014,"4,000.00",379
EZ2 Lotto 11AM,17-23,2/5/2014,"4,000.00",142
EZ2 Lotto 4PM,10-09,2/5/2014,"4,000.00",178
Grand Lotto 6/55,20-42-33-13-03-04,2/5/2014,"30,000,000.00",0
Superlotto 6/49,36-06-19-24-03-28,2/4/2014,"30,412,268.00",0
6Digit,5-0-5-9-0-6,2/4/2014,"2,102,483.86",0
Suertres Lotto 11AM,2-7-6,2/4/2014,"4,500.00",335
Suertres Lotto 4PM,7-0-9,2/4/2014,"4,500.00",363
Suertres Lotto 9PM,3-8-9,2/4/2014,"4,500.00",839
EZ2 Lotto 9PM,12-31,2/4/2014,"4,000.00",584
Lotto 6/42,23-08-28-09-24-33,2/4/2014,"6,000,000.00",0
EZ2 Lotto 11AM,09-27,2/4/2014,"4,000.00",203
EZ2 Lotto 4PM,30-29,2/4/2014,"4,000.00",92
Megalotto 6/45,07-09-32-30-39-04,2/3/2014,"9,000,000.00",0
4Digit,2-9-9-4,2/3/2014,"64,466.00",15
Suertres Lotto 11AM,7-3-1,2/3/2014,"4,500.00",346
Suertres Lotto 4PM,8-0-2,2/3/2014,"4,500.00",510
Suertres Lotto 9PM,8-7-1,2/3/2014,"4,500.00",671
EZ2 Lotto 9PM,19-12,2/3/2014,"4,000.00",303
EZ2 Lotto 11AM,09-04,2/3/2014,"4,000.00",217
EZ2 Lotto 4PM,21-10,2/3/2014,"4,000.00",125
Grand Lotto 6/55,49-37-22-27-35-44,2/3/2014,"30,000,000.00",0
Superlotto 6/49,40-29-05-44-49-07,2/2/2014,"26,031,796.00",0
Suertres Lotto 11AM,2-8-2,2/2/2014,"4,500.00",412
Suertres Lotto 4PM,1-3-7,2/2/2014,"4,500.00",361
Suertres Lotto 9PM,2-1-1,2/2/2014,"4,500.00",1169
EZ2 Lotto 9PM,09-19,2/2/2014,"4,000.00",568
EZ2 Lotto 11AM,23-21,2/2/2014,"4,000.00",58
EZ2 Lotto 4PM,06-09,2/2/2014,"4,000.00",256
6Digit,9-2-1-2-4-1,2/1/2014,"1,688,587.96",0
Suertres Lotto 11AM,2-2-1,2/1/2014,"4,500.00",714
Suertres Lotto 4PM,2-0-4,2/1/2014,"4,500.00",425
Suertres Lotto 9PM,4-4-9,2/1/2014,"4,500.00",820
EZ2 Lotto 9PM,31-18,2/1/2014,"4,000.00",173
Lotto 6/42,11-21-12-04-20-08,2/1/2014,"27,893,532.00",2
EZ2 Lotto 11AM,21-01,2/1/2014,"4,000.00",142
EZ2 Lotto 4PM,22-29,2/1/2014,"4,000.00",212
Grand Lotto 6/55,25-09-06-50-32-48,2/1/2014,"30,000,000.00",0
Megalotto 6/45,38-16-32-07-19-14,1/31/2014,"78,792,744.00",1
4Digit,7-6-8-6,1/31/2014,"21,938.00",42
Suertres Lotto 11AM,7-3-7,1/31/2014,"4,500.00",891
Suertres Lotto 4PM,8-7-9,1/31/2014,"4,500.00",827
Suertres Lotto 9PM,1-6-0,1/31/2014,"4,500.00",521
EZ2 Lotto 9PM,03-28,1/31/2014,"4,000.00",637
EZ2 Lotto 11AM,25-01,1/31/2014,"4,000.00",190
EZ2 Lotto 4PM,13-21,1/31/2014,"4,000.00",147
Superlotto 6/49,48-08-43-34-44-30,1/30/2014,"20,544,940.00",0
6Digit,0-9-6-5-4-0,1/30/2014,"1,638,587.96",0
Suertres Lotto 11AM,8-7-5,1/30/2014,"4,500.00",1099
Suertres Lotto 4PM,0-3-5,1/30/2014,"4,500.00",306
Suertres Lotto 9PM,9-7-7,1/30/2014,"4,500.00",842
EZ2 Lotto 9PM,07-24,1/30/2014,"4,000.00",553
Lotto 6/42,04-07-19-40-09-33,1/30/2014,"23,729,832.00",0
EZ2 Lotto 11AM,06-17,1/30/2014,"4,000.00",98
EZ2 Lotto 4PM,19-09,1/30/2014,"4,000.00",234
Megalotto 6/45,02-45-17-39-15-20,1/29/2014,"70,273,588.00",0
4Digit,1-4-6-8,1/29/2014,"18,442.00",41
Suertres Lotto 11AM,7-4-5,1/29/2014,"4,500.00",814
Suertres Lotto 4PM,8-4-5,1/29/2014,"4,500.00",968
Suertres Lotto 9PM,7-0-8,1/29/2014,"4,500.00",753
EZ2 Lotto 9PM,14-28,1/29/2014,"4,000.00",615
EZ2 Lotto 11AM,11-04,1/29/2014,"4,000.00",225
EZ2 Lotto 4PM,10-18,1/29/2014,"4,000.00",189
Grand Lotto 6/55,51-25-50-17-45-32,1/29/2014,"30,000,000.00",0
Superlotto 6/49,29-28-45-44-40-18,1/28/2014,"17,027,120.00",0
6Digit,3-2-9-3-7-1,1/28/2014,"1,360,329.16",0
Suertres Lotto 11AM,6-5-7,1/28/2014,"4,500.00",399
Suertres Lotto 4PM,7-5-7,1/28/2014,"4,500.00",634
Suertres Lotto 9PM,7-6-1,1/28/2014,"4,500.00",1159
EZ2 Lotto 9PM,31-05,1/28/2014,"4,000.00",415
Lotto 6/42,31-19-27-17-20-12,1/28/2014,"19,748,020.00",0
EZ2 Lotto 11AM,11-15,1/28/2014,"4,000.00",259
EZ2 Lotto 4PM,30-10,1/28/2014,"4,000.00",98
Megalotto 6/45,36-02-08-33-15-06,1/27/2014,"63,465,848.00",0
4Digit,9-5-2-9,1/27/2014,"10,000.00",56
Suertres Lotto 11AM,1-3-8,1/27/2014,"4,500.00",634
Suertres Lotto 4PM,2-0-4,1/27/2014,"4,500.00",622
Suertres Lotto 9PM,1-8-7,1/27/2014,"4,500.00",1186
EZ2 Lotto 9PM,12-03,1/27/2014,"4,000.00",398
EZ2 Lotto 11AM,06-25,1/27/2014,"4,000.00",125
EZ2 Lotto 4PM,16-29,1/27/2014,"4,000.00",115
Grand Lotto 6/55,54-32-47-14-46-53,1/27/2014,"30,000,000.00",0
Superlotto 6/49,02-42-06-13-34-40,1/26/2014,"16,000,000.00",0
Suertres Lotto 11AM,1-9-7,1/26/2014,"4,500.00",637
Suertres Lotto 4PM,5-8-2,1/26/2014,"4,500.00",275
Suertres Lotto 9PM,4-1-8,1/26/2014,"4,500.00",1168
EZ2 Lotto 9PM,01-30,1/26/2014,"4,000.00",983
EZ2 Lotto 11AM,17-30,1/26/2014,"4,000.00",154
EZ2 Lotto 4PM,17-22,1/26/2014,"4,000.00",201
6Digit,3-9-4-5-7-9,1/25/2014,"985,818.74",0
Suertres Lotto 11AM,7-2-1,1/25/2014,"4,500.00",287
Suertres Lotto 4PM,9-6-9,1/25/2014,"4,500.00",405
Suertres Lotto 9PM,7-1-7,1/25/2014,"4,500.00",1141
EZ2 Lotto 9PM,18-03,1/25/2014,"4,000.00",285
Lotto 6/42,07-24-34-22-20-35,1/25/2014,"15,928,868.00",0
EZ2 Lotto 11AM,27-05,1/25/2014,"4,000.00",95
EZ2 Lotto 4PM,14-10,1/25/2014,"4,000.00",171
Grand Lotto 6/55,50-41-47-09-35-05,1/25/2014,"30,000,000.00",0
Megalotto 6/45,41-39-09-22-18-03,1/24/2014,"56,856,784.00",0
4Digit,8-2-5-9,1/24/2014,"44,916.00",19
Suertres Lotto 11AM,8-8-9,1/24/2014,"4,500.00",766
Suertres Lotto 4PM,6-5-4,1/24/2014,"4,500.00",190
Suertres Lotto 9PM,2-9-6,1/24/2014,"4,500.00",699
EZ2 Lotto 9PM,17-18,1/24/2014,"4,000.00",180
EZ2 Lotto 11AM,05-22,1/24/2014,"4,000.00",205
EZ2 Lotto 4PM,14-02,1/24/2014,"4,000.00",228
Superlotto 6/49,29-43-48-13-06-25,1/23/2014,"16,000,000.00",0
6Digit,8-0-7-1-1-7,1/23/2014,"706,655.34",0
Suertres Lotto 11AM,7-5-0,1/23/2014,"4,500.00",500
Suertres Lotto 4PM,9-8-9,1/23/2014,"4,500.00",487
Suertres Lotto 9PM,1-7-3,1/23/2014,"4,500.00",793
EZ2 Lotto 9PM,21-30,1/23/2014,"4,000.00",243
Lotto 6/42,09-03-11-22-40-15,1/23/2014,"12,368,508.00",0
EZ2 Lotto 11AM,26-01,1/23/2014,"4,000.00",218
EZ2 Lotto 4PM,17-14,1/23/2014,"4,000.00",107
Megalotto 6/45,24-37-23-34-13-31,1/22/2014,"49,019,536.00",0
4Digit,3-6-4-3,1/22/2014,"76,423.00",11
Suertres Lotto 11AM,0-4-7,1/22/2014,"4,500.00",302
Suertres Lotto 4PM,8-5-3,1/22/2014,"4,500.00",355
Suertres Lotto 9PM,8-5-6,1/22/2014,"4,500.00",649
EZ2 Lotto 9PM,02-03,1/22/2014,"4,000.00",637
EZ2 Lotto 11AM,29-25,1/22/2014,"4,000.00",112
EZ2 Lotto 4PM,25-23,1/22/2014,"4,000.00",242
Grand Lotto 6/55,19-23-53-04-16-30,1/22/2014,"30,000,000.00",0
Superlotto 6/49,12-09-35-45-27-25,1/21/2014,"16,000,000.00",0
6Digit,4-3-5-1-2-5,1/21/2014,"461,795.98",0
Suertres Lotto 11AM,2-8-3,1/21/2014,"4,500.00",442
Suertres Lotto 4PM,1-2-4,1/21/2014,"4,500.00",922
Suertres Lotto 9PM,4-6-3,1/21/2014,"4,500.00",919
EZ2 Lotto 9PM,13-22,1/21/2014,"4,000.00",630
Lotto 6/42,10-37-19-12-03-32,1/21/2014,"9,196,320.00",0
EZ2 Lotto 11AM,04-07,1/21/2014,"4,000.00",226
EZ2 Lotto 4PM,22-09,1/21/2014,"4,000.00",281
Megalotto 6/45,41-16-30-28-05-07,1/20/2014,"42,943,664.00",0
4Digit,9-6-3-4,1/20/2014,"58,456.00",15
Suertres Lotto 11AM,5-2-8,1/20/2014,"4,500.00",418
Suertres Lotto 4PM,1-9-9,1/20/2014,"4,500.00",934
Suertres Lotto 9PM,5-8-0,1/20/2014,"4,500.00",457
EZ2 Lotto 9PM,24-15,1/20/2014,"4,000.00",346
EZ2 Lotto 11AM,13-30,1/20/2014,"4,000.00",91
EZ2 Lotto 4PM,27-24,1/20/2014,"4,000.00",93
Grand Lotto 6/55,02-38-32-19-08-03,1/20/2014,"155,401,636.00",1
Superlotto 6/49,25-07-36-12-43-33,1/19/2014,"16,000,000.00",1
Suertres Lotto 11AM,6-5-4,1/19/2014,"4,500.00",697
Suertres Lotto 4PM,2-5-5,1/19/2014,"4,500.00",407
Suertres Lotto 9PM,0-9-9,1/19/2014,"4,500.00",459
EZ2 Lotto 9PM,27-15,1/19/2014,"4,000.00",213
EZ2 Lotto 11AM,16-11,1/19/2014,"4,000.00",96
EZ2 Lotto 4PM,12-17,1/19/2014,"4,000.00",248
6Digit,2-5-6-7-7-6,1/18/2014,"280,157.30",0
Suertres Lotto 11AM,6-0-9,1/18/2014,"4,500.00",301
Suertres Lotto 4PM,2-7-2,1/18/2014,"4,500.00",680
Suertres Lotto 9PM,6-7-6,1/18/2014,"4,500.00",422
EZ2 Lotto 9PM,15-02,1/18/2014,"4,000.00",545
Lotto 6/42,08-27-25-03-41-26,1/18/2014,"6,000,000.00",0
EZ2 Lotto 11AM,07-06,1/18/2014,"4,000.00",215
EZ2 Lotto 4PM,14-30,1/18/2014,"4,000.00",132
Grand Lotto 6/55,27-08-48-09-46-45,1/18/2014,"142,536,532.00",0
Megalotto 6/45,13-35-45-43-26-17,1/17/2014,"37,926,144.00",0
4Digit,4-6-0-2,1/17/2014,"57,756.00",16
Suertres Lotto 11AM,2-5-7,1/17/2014,"4,500.00",311
Suertres Lotto 4PM,0-7-9,1/17/2014,"4,500.00",326
Suertres Lotto 9PM,9-3-6,1/17/2014,"4,500.00",493
EZ2 Lotto 9PM,06-05,1/17/2014,"4,000.00",324
EZ2 Lotto 11AM,25-08,1/17/2014,"4,000.00",132
EZ2 Lotto 4PM,28-23,1/17/2014,"4,000.00",72
Superlotto 6/49,21-43-38-49-11-20,1/16/2014,"16,000,000.00",0
6Digit,4-3-1-2-5-0,1/16/2014,"150,000.00",0
Suertres Lotto 11AM,0-9-6,1/16/2014,"4,500.00",297
Suertres Lotto 4PM,1-6-0,1/16/2014,"4,500.00",484
Suertres Lotto 9PM,8-7-4,1/16/2014,"4,500.00",325
EZ2 Lotto 9PM,11-18,1/16/2014,"4,000.00",629
Lotto 6/42,12-29-11-33-22-36,1/16/2014,"6,000,000.00",0
EZ2 Lotto 11AM,01-23,1/16/2014,"4,000.00",259
EZ2 Lotto 4PM,25-28,1/16/2014,"4,000.00",205
Megalotto 6/45,20-40-10-13-38-28,1/15/2014,"30,958,204.00",0
4Digit,1-8-7-8,1/15/2014,"26,594.00",34
Suertres Lotto 11AM,3-7-9,1/15/2014,"4,500.00",463
Suertres Lotto 4PM,0-3-8,1/15/2014,"4,500.00",515
Suertres Lotto 9PM,8-6-7,1/15/2014,"4,500.00",575
EZ2 Lotto 9PM,10-07,1/15/2014,"4,000.00",591
EZ2 Lotto 11AM,09-14,1/15/2014,"4,000.00",253
EZ2 Lotto 4PM,08-17,1/15/2014,"4,000.00",223
Grand Lotto 6/55,38-21-03-22-50-28,1/15/2014,"129,504,636.00",0
Superlotto 6/49,24-28-08-31-20-13,1/14/2014,"16,000,000.00",0
6Digit,8-1-3-6-1-9,1/14/2014,"4,190,958.00",1
Suertres Lotto 11AM,0-4-6,1/14/2014,"4,500.00",331
Suertres Lotto 4PM,8-4-7,1/14/2014,"4,500.00",362
Suertres Lotto 9PM,2-1-7,1/14/2014,"4,500.00",1100
EZ2 Lotto 9PM,08-24,1/14/2014,"4,000.00",656
Lotto 6/42,08-24-37-42-36-14,1/14/2014,"6,000,000.00",1
EZ2 Lotto 11AM,28-18,1/14/2014,"4,000.00",58
EZ2 Lotto 4PM,24-29,1/14/2014,"4,000.00",181
Megalotto 6/45,32-25-21-11-34-29,1/13/2014,"26,743,148.00",0
4Digit,1-9-9-4,1/13/2014,"13,232.00",74
Suertres Lotto 11AM,1-5-5,1/13/2014,"4,500.00",386
Suertres Lotto 4PM,1-0-6,1/13/2014,"4,500.00",185
Suertres Lotto 9PM,9-8-0,1/13/2014,"4,500.00",520
EZ2 Lotto 9PM,06-14,1/13/2014,"4,000.00",622
EZ2 Lotto 11AM,08-25,1/13/2014,"4,000.00",236
EZ2 Lotto 4PM,03-14,1/13/2014,"4,000.00",207
Grand Lotto 6/55,39-04-38-19-42-13,1/13/2014,"120,138,412.00",0
Superlotto 6/49,09-21-14-27-06-19,1/12/2014,"24,816,752.00",1
Suertres Lotto 11AM,6-0-1,1/12/2014,"4,500.00",337
Suertres Lotto 4PM,8-7-9,1/12/2014,"4,500.00",140
Suertres Lotto 9PM,8-6-0,1/12/2014,"4,500.00",580
EZ2 Lotto 9PM,02-29,1/12/2014,"4,000.00",414
EZ2 Lotto 11AM,25-27,1/12/2014,"4,000.00",213
EZ2 Lotto 4PM,07-28,1/12/2014,"4,000.00",224
6Digit,9-5-4-8-2-4,1/11/2014,"4,065,425.04",0
Suertres Lotto 11AM,3-1-8,1/11/2014,"4,500.00",470
Suertres Lotto 4PM,7-1-1,1/11/2014,"4,500.00",761
Suertres Lotto 9PM,0-5-1,1/11/2014,"4,500.00",616
EZ2 Lotto 9PM,02-07,1/11/2014,"4,000.00",620
Lotto 6/42,38-22-21-34-19-16,1/11/2014,"6,000,000.00",0
EZ2 Lotto 11AM,31-31,1/11/2014,"4,000.00",301
EZ2 Lotto 4PM,14-25,1/11/2014,"4,000.00",205
Grand Lotto 6/55,08-24-30-52-27-06,1/11/2014,"111,873,488.00",0
Megalotto 6/45,34-23-25-44-35-02,1/10/2014,"22,798,960.00",0
4Digit,4-1-6-3,1/10/2014,"17,104.00",54
Suertres Lotto 11AM,6-2-6,1/10/2014,"4,500.00",521
Suertres Lotto 4PM,5-0-7,1/10/2014,"4,500.00",663
Suertres Lotto 9PM,0-7-4,1/10/2014,"4,500.00",378
EZ2 Lotto 9PM,29-02,1/10/2014,"4,000.00",212
EZ2 Lotto 11AM,21-18,1/10/2014,"4,000.00",126
EZ2 Lotto 4PM,03-19,1/10/2014,"4,000.00",231
Superlotto 6/49,33-48-34-20-11-03,1/9/2014,"19,458,416.00",0
6Digit,3-6-9-5-9-1,1/9/2014,"3,821,166.10",0
Suertres Lotto 11AM,1-3-2,1/9/2014,"4,500.00",670
Suertres Lotto 4PM,6-1-8,1/9/2014,"4,500.00",681
Suertres Lotto 9PM,3-9-4,1/9/2014,"4,500.00",652
EZ2 Lotto 9PM,05-11,1/9/2014,"4,000.00",474
Lotto 6/42,21-13-19-27-20-23,1/9/2014,"22,425,340.00",1
EZ2 Lotto 11AM,02-04,1/9/2014,"4,000.00",245
EZ2 Lotto 4PM,05-11,1/9/2014,"4,000.00",194
Megalotto 6/45,16-19-04-36-22-12,1/8/2014,"16,821,708.00",0
4Digit,4-2-8-3,1/8/2014,"143,786.00",7
Suertres Lotto 11AM,2-1-5,1/8/2014,"4,500.00",1104
Suertres Lotto 4PM,7-4-3,1/8/2014,"4,500.00",318
Suertres Lotto 9PM,4-4-5,1/8/2014,"4,500.00",664
EZ2 Lotto 9PM,21-17,1/8/2014,"4,000.00",352
EZ2 Lotto 11AM,19-08,1/8/2014,"4,000.00",189
EZ2 Lotto 4PM,02-21,1/8/2014,"4,000.00",230
Grand Lotto 6/55,22-43-08-54-20-40,1/8/2014,"102,924,972.00",0
Superlotto 6/49,16-48-24-14-27-28,1/7/2014,"16,000,000.00",0
6Digit,8-6-4-0-7-0,1/7/2014,"3,454,063.48",0
Suertres Lotto 11AM,1-9-4,1/7/2014,"4,500.00",875
Suertres Lotto 4PM,0-0-1,1/7/2014,"4,500.00",345
Suertres Lotto 9PM,4-8-0,1/7/2014,"4,500.00",809
EZ2 Lotto 9PM,20-31,1/7/2014,"4,000.00",217
Lotto 6/42,06-32-25-38-10-41,1/7/2014,"18,538,044.00",0
EZ2 Lotto 11AM,28-01,1/7/2014,"4,000.00",141
EZ2 Lotto 4PM,07-30,1/7/2014,"4,000.00",192
Megalotto 6/45,34-24-39-04-01-33,1/6/2014,"13,099,968.00",0
4Digit,2-1-5-0,1/6/2014,"15,355.00",46
Suertres Lotto 11AM,3-0-7,1/6/2014,"4,500.00",423
Suertres Lotto 4PM,6-8-4,1/6/2014,"4,500.00",507
Suertres Lotto 9PM,5-4-3,1/6/2014,"4,500.00",681
EZ2 Lotto 9PM,04-14,1/6/2014,"4,000.00",689
EZ2 Lotto 11AM,16-13,1/6/2014,"4,000.00",102
EZ2 Lotto 4PM,27-04,1/6/2014,"4,000.00",106
Grand Lotto 6/55,09-02-47-29-12-55,1/6/2014,"95,019,892.00",0
